博主,博文,日期,转发数,评论数,点赞数
粉笔罗成兴,#省考申论热点关注#自己去搜时评文章读： 1、汉语、汉字、中华文脉、传统文化；2、空气和水、雾霾、生态安全、全民环保；3、人文教育、人格教育、教育公平、教育改革；4、科学家、交警、医生…各行各业的职业典范、职业操守、职业精神、科学家精神、坚守精神；5、奋斗会有希望、劳动成就伟大、撸起袖子 ,2017-03-04 12:09,515,35,314
晶报,#2017两会#【傅莹：治理雾霾是我们国家面临的一个长期挑战】如果是外媒问，第一个估计就是问军费，我们中国国内媒体我的必答题现在就是环境。确实治理雾霾是我们国家面临的一个长期挑战。从人大的角度来讲，我们一是要不断完善环境保护方面的法律制度，二是监督法律的有效实施。 秒拍视频 . ,2017-03-04 12:04,6,3,19
扬子晚报,#2017两会#【傅莹：治理雾霾是我们国家面临的一个长期挑战】如果是外媒问，第一个估计就是问军费，我们中国国内媒体我的必答题现在就是环境。确实治理雾霾是我们国家面临的一个长期挑战。从人大的角度来讲，我们一是要不断完善环境保护方面的法律制度，二是监督法律的有效实施。 秒拍视频 ,2017-03-04 12:02,19,17,64
河南新闻广播,#2017全国两会#【傅莹：治理雾霾是我们国家面临的一个长期挑战】如果是外媒问，第一个估计就是问军费，我们中国国内媒体我的必答题现在就是环境。确实治理雾霾是我们国家面临的一个长期挑战。从人大的角度来讲，我们一是要不断完善环境保护方面的法律制度，二是监督法律的有效实施。 ,2017-03-04 11:56,2,,10
中国新闻网,#2017两会来了#【傅莹回应雾霾治理：有效果 但距群众期盼有很大差距】傅莹：总体上看，应该说这些年从中央到地方、到企业、到社会，都做了很多努力，治理也是有效果的，但是距离人民群众的期盼有很大的差距，尤其是冬天确实情况比较严峻，所以还是要坚持治理下去，争取实现一个向好的趋势。另外，除了 ,2017-03-04 11:53,54,81,256
蓝鲸财经记者工作平台,【鲸播报：傅莹表示治理雾霾是我们国家面临的一个长期挑战】4日，傅莹称，如果是外媒问，第一个估计就是问军费，我们中国国内媒体我的必答题现在就是环境。(人民日报)秒拍视频 ,2017-03-04 11:45,10,21,18
华商报,#2017全国两会#【傅莹：治理雾霾是我们国家面临的一个长期挑战】如果是外媒问，第一个估计就是问军费，我们国内媒体的必答题现在就是环境。确实治理雾霾是我们国家面临的一个长期挑战。从人大的角度来讲，我们一是要不断完善环境保护方面的法律制度，二是监督法律的有效实施。秒拍视频 ,2017-03-04 11:43,14,10,52
中国新闻周刊,#周刊君带你看两会#【傅莹：治理雾霾是有效的，但距离人民群众的期盼还有差距】傅莹就环境问题答记者问：这些年从中央到地方、到企业、到社会，都做了很多努力，治理也是有效果的，但是距离人民群众的期盼有很大的差距，尤其是冬天确实情况比较严峻。她表示，要坚持治理下去，争取实现一个向好的趋势。 ,2017-03-04 11:42,33,38,71
环球资讯广播,#2017两会#【傅莹：治理雾霾是我们国家面临的一个长期挑战】傅莹表示，每次发布会，对于中国境内媒体，我的必答题现在就是环境。治理雾霾是我们国家面临的一个长期挑战，从人大的角度来讲，我们一是要不断完善环境保护方面的法律制度，二是监督法律的有效实施。除了大气问题，在我们国家有部分地区水和 ,2017-03-04 11:33,10,6,39
财经网,【人民日报海外版：台湾雾霾频发七成是自产 别埋怨大陆】岛内每当雾霾爆发，便有“大陆雾霾南下所致”的论调。而岛内早有研究发现，台湾雾霾至少七成是自产。随着工厂从台北迁往中南部，空气污染也跟着转移，可见工业生产过程中的废气排放才是“真凶”，任性“甩锅”似乎讲不通。|人民日报海... ,2017-03-04 11:19,193,329,198
PITD亚洲虐待博士组织,我提议 北京的朋友们站起来 一起面向南方吹气！把雾霾吹到南三环 吹出北京城！ ,2017-03-04 10:57,15,26,22
不如像个孩子,雾霾随两会如约而至，俯瞰霾中石家庄 高空中城市如同“仙境”。@石家庄微博头条 @石家庄发布 @石家庄新闻事 @石家庄的老李 @石家庄的事儿 @石家庄微情报 @河北省环保厅 |石家庄 ,2017-03-04 10:27,7,6,7
罗大双_,《与玛格丽特的午后》C'est une rencontre pas ordinaire看完这部电影，一扫去电影院看分裂心中的雾霾，遇见人善和美，温情美好～幸福的不要不要的。冬日午后的阳光，如，玛格丽特而我们也终将会成为穿粉红色外套的老太太，愿那时，还能像玛格丽特一样被自己善待，被他人温暖。这么美好，画下来 ,2017-03-04 10:12,7,5,28
绿色蒲江,#温馨提示#【雾霾天必备三措施】多地雾霾天气，外出请注意：1戴口罩：有心血管疾病的患者不要盲目戴专业防护口罩，这种口罩易造成缺氧、头晕等症状；2别户外运动：专家表示，雾霾天气如果进行户外运动，会刺激呼吸系统或造成呼吸系统感染；3入室后洗脸：及时洗脸、漱口、清理鼻腔害。 ,2017-03-04 10:07,15,6,4
老蒋政治-蒋中挺,#老蒋政治18考研#（转藏）《人民日报》总结今年两会热词．2017年考研考了《毛中特》分析题考了”扶贫攻坚“，2016年考研考了“雾霾问题”，2018考研会考什么呢？你们先仔细读一下，这几天如果蒋老师有时间，将会给大家直播讲解一下这些热词，敬请期待！ ,2017-03-04 09:58,509,63,242
Serena-wmr,就这样排放青岛能没有雾霾么？各种排放，这家工厂排放出来了都是黑烟#青岛环保举报# 我青岛大崂山都被雾霾淹没了！还我碧海蓝天！@青岛环保 @青岛交通广播FM897 |青岛·崂山... ,2017-03-04 09:41,7,9,2
纪永臣的微博,#雾霾大科普# 【如何对雾霾污染进行分类】雾霾污染有别于正常气象概念的雾霾，其重要性在于我们可以找准雾霾污染的源头所在，有针对性提出治理雾霾污染的措施，正确评价我们治理雾霾污染工作的效果......|如何对雾霾... ,2017-03-04 09:32,9,7,3
念图安,最后一战还没开始，韩国要部署萨德了，卫龙辣条退出乐天了，雾霾吹的鼻毛都浓密了，中国诗词大会好像火了，两会也要开了，该是我骑着皮皮虾寻找考点的时候了 ,2017-03-04 09:31,1,9,17
黄岛交警,#安全课堂# 【雾霾天气，保证车距防止追尾】在雾霾中行车视线不好，不要跟前车距离太紧，更不要随便超车、超速，在高速公路上时速也不要超过100公里。行车时要尽量靠路中间行驶，不要沿着路边行车，以防不小心落入路侧的排水沟，或者与路边临时停车等待雾散的车相撞。 ,2017-03-04 08:49,1,,
小巫weewitch,我回答了@17远离雾霾 的问题，关于五岁宝宝的“学习”，或许对您也有帮助，问题价值￥120.00，欢迎大家花1元围观 网页链接 ,2017-03-04 07:37,4,7,12
抗猫杀不死,才出来几天，居然连续两个长夜无眠，火星人也会感觉累啊。原因说出来很矫情，不是光亮噪声，也不是兴奋忧愁，是酒店房间里有异味。中央空调出风口和卫生间下水口都不对劲，蒙脑袋戴口罩喷香水都试过了，骗不过好鼻子，难道巡演还要带把锤子每晚把自己砸昏？于是，似乎比面对北京雾霾更加绝望的，我想象 ,2017-03-04 07:20,,8,8
Uncle-Lau,今晚的污染动态图逐帧截图，污染源一目了然，和我的观点完全一致，成都市污染完全是周边输入性污染，想甩锅机动车餐饮你们还是拿出真凭实据！@环保部发布 @中国环境新闻 @成都环保 @四川环保 #雾霾来袭##【中国政府网常设总理留言板.图】##我有问题问总理# ,2017-03-04 00:27,2,1,3
Piggy_Bobby,昨天，是这大半个月长三角雾霾以来南京第一次空气质量转好，但是，南京的蓝天几乎不可能达到真蓝天，南京最好的时候（超过半天以上连续）也只能勉强达到国际标准的良，如图，永远蓝天下夹杂一层黄霾层，相比北京好的时候那深蓝，湛蓝的天空，南京这其实还是叫污染，一个内陆环山又化工包围的省会城市， ,2017-03-03 23:48,1,,2
俄罗斯卫星网,【科学家：中国有望在2030年前解决雾霾问题】根据官方统计，目前中国300座主要城市中有80%空气质量不符合国家标准。中国科学院大气物理研究所研究员王庚辰接俄罗斯受卫星通讯社采访时说：因为我们的产业结构、技术并不是太合理，如果我们要保持高速的发展，就需要很多能源。现在能源来源主要还是煤和油 ,2017-03-03 21:45,12,19,13
重庆黑马大叔,#七十度灰#【七十度灰环保艺术展】你有多久没有停下脚步仰望天空，它是蓝天还是漫天星星，还是雾霾笼罩的70度灰。当天空灰色，还能怎样的心情轻颂关于天空的美好诗句？我们一起带着良知与责任前行，希望余生，能和你一起在美丽的天空下度过；希望地球，能够美好地交给我们的下一代<展览地 ,2017-03-03 21:32,1,1,3
史瑞阳,Day270@宁泽涛 来打卡，终于正常了今天最开心的事情是都挺开心的挺充实的，就是翘了一小节中医。早上跑步的感觉就是雾霾还是有点严重，时间有点紧张，所以跑的就少了 ,2017-03-03 20:40,,1,12
面包旅行,【62/365】BY JYuuu /爱上一座城的原因很简单，漫步在哥本哈根的彩色房子和没有雾霾的蓝天下，让我找到了那份久在钢筋水泥的都市中前所未有的平静与悠闲。#天天微旅行# ,2017-03-03 20:00,3,,5
叶青,下午坐地铁到万松园路参加市民进全委会，就参政议政提了建议：长江新城+汉口北新区，三个百万（大学生、校友、汉商），共享单车与共享经济，武汉自贸区，武汉对接一带一路，武钢外迁，民间投资下滑，城市圈脱贫困区之贫。民进中央的新提案：相对湿度与雾霾，中职免费，劳务所得税免征额800元36年未改 ,2017-03-03 17:09,2,6,4
长沙热点集,#长沙事儿#长沙夜景，没有雾霾的天气太适合拍照了（据@咖啡and孢子） ,2017-03-03 17:00,9,8,163
河南旅游,#河南旅行#【安阳市汤阴春之蓝！】春风吹来雾霾散，蓝天白云日日现。杨柳吐絮花儿开，我等百姓笑开颜。（来源：汤阴外乡人） ,2017-03-03 16:53,1,5,5
洞眼藏地,《雾霾情诗之～～美丽雾都》～～～～～～霾云下，喜悦依然！心中的无明渐散，慧日初升如花开放。雾都中，美丽依然！眼清净看什么都是那么浪漫。濛胧中，爱在增长，由于慈悲喜舍的力量。不要彷徨。不要躲藏。空性中拥抱无常。不必自怜悲伤，因为有度母的微笑不离陪伴。心归处。依旧海阔天蓝，心住法身天 ,2017-03-03 16:52,1,,2
大连吃喝玩乐,#大连美食生活#【你们吃过这样的蒸鸡蛋吗？甜橙蒸蛋！】雾霾天咳嗽不止？是时候来点治愈系美食啦~今天教你做蛋羹界的人气新星——甜橙蒸蛋，入口即化，丝滑爽口~ 秒拍视频 . ,2017-03-03 16:05,139,9,75
Yolanda_Photography,再补一组去年的片，那次答应她周末去野餐，可碰上雾霾天，只能家里野起来，照样喜笑颜开，看来对吃货而言，野餐的关键不是野而是餐#小pp成长快乐# #Yolanda photography# ,2017-03-03 14:12,3,3,1
关注三秦,#西安生活#没有雾霾的西安你肯定喜欢，这样的西安你肯定会点赞！ ,2017-03-03 12:22,5,5,58
