博主,博文,日期,转发数,评论数,点赞数
浩哥wuxi,打卡，“咕咚出行，抗击雾霾”！风没能吹散坚定的信念，雨没能阻止坚持的脚步，咕咚无锡跑团全体团员蠡湖徒步，风雨无阻！ ,2016-11-26 20:44,1,,
PoemSnail,|北京·首都...，瞬间温度提升几度，短袖上身秀我不冷。怒赞好心情，雾霾这事那算啥？！ ,2016-11-26 20:40,2,52,8
北京你好,#北京生活# 【霾中北京】@夏风秋云Y 今儿的雾霾挺严重 ,2016-11-26 20:33,2,2,5
杀猪阿訇,某日与大理白畜自治州某主要领导私下会餐时其说到~~~北京 上海房价每平米10万左右 为什么大理的房价还不及他们一个零头？上海好在那 北京那吃雾霾的的地方好在那？如果说北京上海是政治经济中心的话那为什么郑州房价 青岛房价 温州房价还都他妈逼的每平米三四万？青岛靠沿海大理有洱海，我们的空气质量 ,2016-11-26 20:27,4,8,7
期货精算师,清代物件、清代民居。感觉时光在凝固，生活可以慢慢慢慢品味…北京不是只有雾霾，还有置身世外的爨底下村… ,2016-11-26 20:20,5,,1
火锅火锅热腾腾的火锅,理想中的自己 一场雾霾。一条围巾。一部相机。两个人。@Summer大阳 |北京·大峪 ,2016-11-26 20:14,1,6,5
凌寒红梅198508,就现今中国特色社会的现状来说，不要说世界经济老二了，就是老大又有什么意义呢？有人挥金如土，有人饥寒交迫；有人践踏法律高高在上，有人申冤无门遭遇不公；社会良知无存道德沦丧，金钱至上尔虞我诈；大地山河破败，天空雾霾滚滚……如此等等，这算个什么世道？这个模式如果推广全世界，地球将不复存 ,2016-11-26 20:10,2,,
PaNDA__佳,三个党课班四点起床去天安门看升国旗 然而 雾霾好严重 ,2016-11-26 20:09,,,9
尖果七七,今儿个又雾霾了但是吃到特好吃的披萨yumyum感觉这个小绿写着我的名字呢哈哈 ,2016-11-26 20:08,2,25,4
刘岩-数字娱乐王,今日，冒着浓重的雾霾，驱车与闻名已久的新朋友聚会。窗外尘埃报表，室内相谈甚欢！人生就是一个追求通明的过程！意顺则诸路顺，心通则万事通！@万能的大熊 @丁声基 @義釗 @尚道先生 @西少爷孟兵 @威廉才子 @邢凯先生 @张荣奎 @皓伦王明川 @陈业文新大都 ,2016-11-26 20:07,,3,2
王全意CDC,花开南国，天高云淡。周末参加国家卫生计生委会议，躲过一场雾霾。 |南宁·南宁... ,2016-11-26 20:07,,,2
阳光开心果0501,周末赶上雾霾天，怎么办，蒸肉龙玩儿，，， ,2016-11-26 20:07,4,12,2
直直不是迷妹是大魔王,甜品店的斑马和雾霾天的飞机和快要放弃减肥的我 ,2016-11-26 20:05,1,,5
符豆豆的成长日记,D1417 今天北京严重雾霾 找个综合体玩玩吧 第一次去悠唐 三层的儿童乐园 豆宝玩得又头发被汗湿透 还去画了油彩画 玩到三点多才去吃饭 这周末 ,2016-11-26 20:05,1,1,2
华苑花匠,雾霾严重的时候，关上窗户，欣赏名画。摄于芝加哥艺术学院博物馆。 ,2016-11-26 19:59,2,1,3
兔只Genie,#无二之旅##NICE兔MEET游#即便雾霾满满，也要跟着@无二之旅 了解那充满吸引力的“NEW”New York！这座电影里的“欲望都市”，既是世界的经济支柱之一，也是达人眼里的时尚之都，有着错（rong）综（yi）复（mi）杂（lu）的地铁线路，更有着百看不厌的超赞博物馆。随处可见的城市新地标，带给你一 ,2016-11-26 19:59,61,22,61
快乐药师2106,寒潮之后，雾霾如期来临！其实，个人觉得还不如冷天刮大风呢，那起码还有蓝天！短暂的北京之行，就此告一个段落！祝福在京的朋友们事事顺心，万事如意！ |北京·北京... ,2016-11-26 19:59,,4,2
宇宙中心的宠爱,今天吸着雾霾，饿着肚子考了一天的试，好不容易生死时速赶上了飞机，却说流量控制要等三小时终于有些喜欢国航的空姐了，在我吃完一套中餐和一套西餐后，她们得知我还没饱，又来了一碗面长这么大，第一次吃三份飞机餐啊再不飞，我觉得我很有必要起身练keep了 ,2016-11-26 19:57,,2,7
胡小球boliboli,又雾霾…我要逃去海岛 ,2016-11-26 19:49,,18,24
Annie_强龙,济州岛归来后日日念想的海鲜锅，终于在这雾霾的冬日实现了，感谢@小绿芽和绿苗苗 的大餐，自己16岁生快！。ps：鸡尾酒也棒棒的! |北京·溪城... ,2016-11-26 19:40,1,3,1
皓月临空不染尘,往事可堪回首， 清风不去烦忧。 氤氲雾霾罩江洲， 半卷珠帘夜后。 不见繁星天外， 风萧山雨江楼。 何时重见月华开， 烦恼随风飘走。 ,2016-11-26 19:30,16,23,19
暮光红茶,一个人出来散步顺便去给单位的肉肉浇水，来回喝了一肚子雾霾，饱了！ ,2016-11-26 19:26,2,5,8
Jambo马爹,去年霧霾最大時，收到訂做的小dunun.迫不及待的試音視頻。 |成都·jambo... 秒拍视频 . ,2016-11-26 19:25,,,5
ZhBoBoY_,郑州的雾霾真好闻 |郑州·郑东... ,2016-11-26 19:24,,5,18
帅气TT姐的日常,做人往上走好难，不如我们手拉手往下沉吧。吃辣得合不拢嘴的水煮配棒冰。再配一杯cocktail。如果下一次天气好的话我们找一处草坪上躺着。如果有雾霾的话就缩在被子里看无脑偶像剧.....诸如此类不想再翻译任何人生深奥的启示。简简单单，和你做好朋友... ,2016-11-26 19:20,3,1,2
齊酩閣,我们俩在雾霾里的长安街骑车散步，统共花了两块钱，达到的满足感和幸福感却是其他不能相比的。完全推翻以前期待的“早些相遇会更好”，我们现在在一起最好不过，虽然没有学生时代的青涩、稚嫩，但更懂珍惜和把握。 ,2016-11-26 19:16,3,,7
黑妹小乖妈,每周配送的花，我都会加上一些自己买的花！无论外面是雾霾还是下雪，家里都是鲜花盛开！ ,2016-11-26 19:14,1,13,32
刺儿头猪屁屁,又是连续的重度污染指数，大明星章子怡抱着醒醒飞走逃离了这里，可是大多数的老百姓还是需要默默的吞食这清冽醇厚的雾霾！请告诉我到底这雾霾是从哪里来的？十年的时间还不够发现吗？还要我们承受几个十年？ ,2016-11-26 19:14,1,,1
黎茶叶世界,雾霾又来了！蓝莹莹的雾，辣眼睛。 ,2016-11-26 19:13,6,3,2
用户5851862801胡杨树,《北京如推选今年最热词  应该是‘’雾霾‘’》北京市气象台16点40分发布霾黄色预警：今天（26日）夜间北京平原地区还将出现中度霾，局部有重度霾。今年‘’雾霾‘’二字在北京可谓热度不减，雾霾天气自不必说，即使好天气媒体也会加上"冷空气到来吹散了雾霾"。防雾霾口罩和空气净化器，此词最热！ ,2016-11-26 19:08,3,,
雅债,北京向南400公里，没走出雾霾/到了夏津，先来个武城宣饼垫个底儿~ ,2016-11-26 19:07,2,,9
成亚CY,今天朋友圈在转一篇文章，《霾，堵，高房价，你为何还留在北京？》想想自己，在这里读书七年，其实毕业后也曾想过回家，离爸妈更近些。结果阴差阳错错过了家乡台的招聘，最后考入了央广，圆了自己那个多年的电台梦。心里只剩下满足感恩努力奋斗～其实，被房东告诉要求搬家时也会一个人偷偷哭，雾霾锁天 ,2016-11-26 19:05,13,80,151
睡觉前拉屎,雾霾 足球 友谊（浪） ,2016-11-26 19:02,,,6
迟夙生律师,到北京了，一如既往有雾霾，顿时感觉呼吸不畅。 |北京·酒仙... ,2016-11-26 19:02,112,60,71
张来Lola,#北京事儿# 雾霾中含“耐药基因“之说折腾了一天，#北京雾霾# 依旧严重持续着，我还是老老实实带新武器出门咯 ,2016-11-26 18:57,1,11,10
婕兒-Jessica,出门走走，即便是在这样的雾霾天、即便是坐地铁，走走走走走走，希望可以走出困顿，走出迷局 ,2016-11-26 18:55,,,4
浣溪沙0806,又看了一遍忠犬八公，每个镜头依然能戳中泪点，再次哭成。当电视里的Hachi慢慢闭上了眼睛，窗外雾霾笼罩下的北京冬天，也显得格外苍凉。到不了的永远，回不去的曾经，都比不上用尽余生的守候。再次看这个电影还注意到了一个之前忽略掉的教授跟未来女婿见面时的对话，"Do you love my daughter?" " ,2016-11-26 18:51,,,2
素食,【8种素食强力清肺 带你走过雾霾天】最近连续出现雾霾天气，对广大民众的身体健康造成了很大的威胁。对于应对雾霾的办法，除了尽量减少户外活动和准备好有效的防护措施以外，我们还要在饮食上多加注意，你知道吗，其实生活中不少美味中都具有清肺的效果。下面就为大家推荐几款适合在雾霾天气下吃的健康 ,2016-11-26 18:51,4,,
于守山,这是2016年11月26日上午九点钟去往北京房山窑上途中的景象，我去寻找“北京榜样”。电台正在播报：今天上午有轻到中度雾霾。十分钟后，我和北京榜样候选人张师傅在这样的雾霾中见面了。两个小时后，电台播报改为：午后有重度雾霾。北京啊北京，我们呼吸很困难啊。 ,2016-11-26 18:49,3,,5
不会说你好在么,在床上幻想着自己穿好了衣服，坐570到地铁口，然后出发去老校区。拥挤的人群也抵挡不住我回老校区的欲望。终于看到了久违的幸福，对面吃口小酥肉，尝着城里的雾霾悠步到经纬厂的楼下，“老板开个包时，就要经济区的，今天我要打通宵。” ,2016-11-26 18:32,,5,5
济南市济南事,#济南生活#【雾霾又要来袭济南!周末好天气怕是又没了!】25日18时;中央气象台发布霾黄色预警!雾霾区分布几乎与山东擦肩而过;尽管如此;因同属京津冀气质圈;作为传输通道城市的济南、德州等地;仍有可能将受此次雾霾影响.据气象部门;预计26日、27日济南空气状况均为中度污染;首要污染物为PM2.5. ,2016-11-26 18:25,5,,6
宸芾,考完第一场出来接到我妈的电话我就直接和她说你不用担心你女儿要做视力手术的问题了……虽然住在二环附近……但怎么感觉比昌平还不如到处破破烂烂的感觉……今天雾霾好大呀 ,2016-11-26 18:21,,9,
足球裁判,雾霾，冰冻，还是执法一天。现在到家，脚还冻冻的缓不过来。听另外一裁判说“等他几套房光收租子不用上班的时候就天天出来做裁判”。深表认同，原来我们都是瘾大。不知该哭还是笑 ,2016-11-26 18:21,6,1,4
坐在自己家的小院里,周六是我的徒步日。一群朋友欢乐滴一起在山里转转，躲过城里的雾霾，绿色出行十分惬意啊。我们从昌平辛庄下车，进山从怀柔的西水峪（水长城）对面的山里穿出来，沿着公路走到九度河的红庙，12公里。24人两桌，吃虹鳟鱼、鲟鱼，生吃，清蒸，烤的，腐败一把的确是白走了，又吃回来了有 ,2016-11-26 18:19,,,4
南都娱乐周刊,为躲北京雾霾，醒醒妈抱着孩子飞离北京，一场说走就走的逃离 ,2016-11-26 18:09,62,192,609
罪恶妖娆,|罪恶妖娆 打卡第2天，运动从今天开始。打卡通道|打卡社区 加入#运动教室#每一天离好身材更进一步！刚出来感觉雾霾好严重，天气预报说的雨夹雪没有下，连一滴雨也没有看到。继续跑步二十分钟，坚持流汗。 ,2016-11-26 18:08,,,1
哑巴,刚才在东四环测的。外面pm2.5 500多，车里13，开了内循环以后一度达到10以下。看来airx的汽车滤芯还是管用。这么高值，老太太还问了句：今天有雾霾吗？真是毫不在意啊。 ,2016-11-26 18:05,117,261,352
紫熙瑩鬱,#宅居小札#休息日遭遇雾霾天，宅在家中，慵懒放松自己，适时享受美食与茶茗、构思与阅读，深陷其中不能自拔把平凡的日子过得舒心就好 ,2016-11-26 18:02,,7,1
等待归寂,北京的柿子树比南方高，柿子也比南方的大而厚实！乌鸦特别多，空气没有想象中的雾霾多！建筑四四方方，彰显皇城的大气，电视中的京片子随时在耳边响起.…… ,2016-11-26 18:00,,,5
东营赢长,雾霾来袭，没啥事就别出门了 |东营 ,2016-11-26 17:59,,2,5
混淆视听,#今日贴纸打卡#湿漉漉的雨天天气夹杂着寒意，鬼天气又不下雪还雾霾 ,2016-11-26 17:58,2,2,27
朱万章,一个见面会，一个小讲座，以这样的方式避开一些雾霾 ,2016-11-26 17:48,2,2,5
爱新觉罗-小熊,有位朋友 百忙之中抽空儿回家 只为这个大元三都展 而她的姐姐 在雾霾黄色预警下冒死陪同前往 真是令人无法不感动 ,2016-11-26 17:43,,9,6
肖磊看市,幸亏今天雾霾严重，看不到外面，我恐高。直播真是个累活，网易的小伙伴要举着支架好几个小时，辛苦！ ,2016-11-26 17:41,1,2,8
心慌慌xx,如此好的地理位置窗外的景色却与我们无关我能直呼一声雾霾不要太大么约定好咯 |北京·酒廊·... ,2016-11-26 17:37,,3,8
怪兽孙小小,看到那一片白，方式我就惊呆了，帝都这雾霾，真不敢恭维啊 |北京·北京... ,2016-11-26 17:37,,5,3
等待丁香花开时,今天城里PM2.5指数280，逃离。驱车90公里，来到爨底下村，居然见到了蓝天，冬日的阳光照在身上暖暖的。游客不多，村里的人也不多，很安静。今天“五朵金花”少一朵，带她们在大自然里玩一玩，远离雾霾，远离课外班，享受难得的休闲时光。 ,2016-11-26 17:31,,5,
張振琦Zhen,梧桐树的枝叶径直刺向天空雾霾散尽是最奢侈的幻想以往的绿城现在已是行色匆忙越是着急越是被堵在路上 |郑州·金水... ,2016-11-26 17:25,,1,11
鱼小山,这鬼天气忍不住出去测了下空气，图一到三分别是马路上；@朝阳大悦城 号称有新风系统的五楼；还有净化器不停的家里。@朝阳大悦城 宣传的出口口达到PM2.5小于20太有欺骗性了，涉嫌虚假宣传，好多小孩在五楼儿童乐园玩。除了逃离北京，真的想不出其他办法了，这样的恶劣的生存环境，让人连推动雾霾治理的 ,2016-11-26 17:23,,30,2
